916,2.5,PHB,3
917,2.5,PHLPPL,3
918,2.5,PIP5K1B,3
919,2.5,PLS3,3
920,2.5,PLSCR1,3
921,2.5,POLA1,3
922,2.5,POLD4,3
923,2.5,POLR2A,3
924,2.5,POLR2F,3
925,2.5,POLR2H,3
926,2.5,POLR2K,3
927,2.5,POLR2L,3
928,2.5,POLRMT,3
929,2.5,POU2AF1,3
930,2.5,PPFIA2,4
931,2.5,PPM1D,3
932,2.5,PPM1E,3
933,2.5,PPP1R13B,3
934,2.5,PPP3R1,3
935,2.5,PRDM16,3
936,2.5,PRKACG,3
937,2.5,PRMT8,3
938,2.5,PTPRJ,3
939,2.5,PTPRS,3
940,2.5,RAB3D,4
941,2.5,RAC2,3
942,2.5,RAD21,3
943,2.5,RAN,3
944,2.5,RAP1GDS1,3
945,2.5,RASGRF1,3
946,2.5,RASGRF2,3
947,2.5,RBPJ,3
948,2.5,RIMS2,3
949,2.5,RPS6KA3,4
950,2.5,RYR3,5
951,2.5,SERPINB5,4
952,2.5,SERPINE1,5
953,2.5,SFRP4,3
954,2.5,SGPP2,3
955,2.5,SHC2,3
956,2.5,SHOX2,3
957,2.5,SIRT5,3
958,2.5,SLC45A3,3
959,2.5,SOX11,5
960,2.5,STAT6,3
961,2.5,STYK1,5
962,2.5,SUV39H1,3
963,2.5,TBK1,4
964,2.5,TFAP2A,3
965,2.5,TFDP1,3
966,2.5,TFPI2,4
967,2.5,THBD,3
968,2.5,TLR4,3
969,2.5,TMEFF2,3
970,2.5,TNF,4
971,2.5,TNFRSF10B,4
972,2.5,TNFRSF10D,4
973,2.5,TNFRSF8,4
974,2.5,TP53BP1,3
975,2.5,TPM4,3
976,2.5,TRAF2,3
977,2.5,TRIM33,4
978,2.5,TYRO3,4
979,2.5,UBE2I,3
980,2.5,WNT10B,3
981,2.5,XIAP,4
982,2.5,ZNF217,3
983,2.25,A2M,4
984,2.25,ABCA3,3
985,2.25,ABCC1,3
986,2.25,ABCC4,4
987,2.25,AKR1C2,3
988,2.25,ALDOA,3
989,2.25,ALDOC,4
990,2.25,ALPK2,3
991,2.25,ALPP,3
992,2.25,ANAPC10,3
993,2.25,ANGPT2,3
994,2.25,ANPEP,3
995,2.25,APAF1,3
996,2.25,APOD,4
997,2.25,ARAF,3
998,2.25,ATP5D,3
999,2.25,AURKB,3
1000,2.25,AURKC,3
1001,2.25,BAD,3
1002,2.25,BCL10,3
1003,2.25,BID,3
1004,2.25,BIK,3
1005,2.25,BMPR1B,4
1006,2.25,BUB1,4
1007,2.25,CAMK4,3
1008,2.25,CCKBR,4
1009,2.25,CCNA1,3
1010,2.25,CD40,3
1011,2.25,CD99,3
1012,2.25,CDC25B,3
1013,2.25,CLDN4,3
1014,2.25,CLU,3
1015,2.25,COL18A1,3
1016,2.25,COPS5,3
1017,2.25,CREB1,3
1018,2.25,CSF2,3
1019,2.25,CSTA,4
1020,2.25,CTSB,4
1021,2.25,CTSD,3
1022,2.25,CXCR7,3
1023,2.25,CYCS,3
1024,2.25,CYP24A1,3
1025,2.25,CYP2A13,3
1026,2.25,CYP2B6,3
1027,2.25,CYTB,3
1028,2.25,DBC1,5
1029,2.25,DCC,3
1030,2.25,DCX,4
1031,2.25,DDX10,3
1032,2.25,DDX6,3
1033,2.25,DES,4
1034,2.25,DGKA,3
1035,2.25,DNAJC15,3
1036,2.25,DNM2,3
1037,2.25,DUSP1,3
1038,2.25,EIF2AK4,3
1039,2.25,EIF2S1,3
1040,2.25,EIF4EBP1,3
1041,2.25,EIF5A,3
1042,2.25,ENO2,3
1043,2.25,EZH2,4
1044,2.25,FEN1,3
1045,2.25,FIP1L1,3
1046,2.25,FOSL1,3
1047,2.25,FYN,3
1048,2.25,FZD8,3
1049,2.25,GADD45A,3
1050,2.25,GALT,3
1051,2.25,GAS7,3
1052,2.25,GATA4,3
1053,2.25,GCLM,3
1054,2.25,GEFT,3
1055,2.25,GGT1,3
1056,2.25,GLO1,3
1057,2.25,GNG3,4
1058,2.25,GOLGA5,3
1059,2.25,GOPC,3
1060,2.25,GPI,3
1061,2.25,GPT,3
1062,2.25,GPX4,3
1063,2.25,GSTA1,3
1064,2.25,GSTM1,3
1065,2.25,GSTM3,3
1066,2.25,HIP1,3
1067,2.25,HLA-DQA1,3
1068,2.25,HLA-DRA,3
1069,2.25,HMGB2,4
