rho,cnv_chr,cnv_gene,ge_chr,ge_gene
0.887053,1,ATP2B4,1,ATP2B4
0.867893,1,ATP2B4,1,ATP2B4
0.866447,1,ATP2B4,1,ATP2B4
0.866447,1,ATP2B4,1,ATP2B4
0.847153,1,ATP2B4,1,ATP2B4
0.847153,1,ATP2B4,1,ATP2B4
0.839928,1,ATP2B4,1,ATP2B4
0.839928,1,ATP2B4,1,ATP2B4
0.839928,1,ATP2B4,1,ATP2B4
0.839928,1,ATP2B4,1,ATP2B4
0.839499,1,ATP2B4,1,ATP2B4
0.839386,1,ATP2B4,1,ATP2B4
0.839386,1,ATP2B4,1,ATP2B4
0.839386,1,ATP2B4,1,ATP2B4
0.830536,1,YARS,1,YARS
0.830536,1,YARS,1,YARS
0.830536,1,YARS,1,YARS
0.830536,1,YARS,1,YARS
0.824848,1,PRDM2,1,PRDM2
0.823702,1,AK2,1,AK2
0.823702,1,AK2,1,AK2
0.823702,1,AK2,1,AK2
0.823702,1,AK2,1,AK2
0.822227,1,PRDM2,1,PRDM2
0.822224,1,PRDM2,1,PRDM2
0.822224,1,PRDM2,1,PRDM2
0.822224,1,PRDM2,1,PRDM2
0.822224,1,PRDM2,1,PRDM2
0.822224,1,PRDM2,1,PRDM2
0.822224,1,PRDM2,1,PRDM2
0.821518,1,ATP2B4,1,ATP2B4
0.821348,1,ATP2B4,1,ATP2B4
0.821348,1,ATP2B4,1,ATP2B4
0.821348,1,ATP2B4,1,ATP2B4
0.821348,1,ATP2B4,1,ATP2B4
0.821245,1,ATP2B4,1,ATP2B4
0.821245,1,ATP2B4,1,ATP2B4
0.821245,1,ATP2B4,1,ATP2B4
0.820873,1,AK2,1,AK2
0.820873,1,AK2,1,AK2
0.820873,1,AK2,1,AK2
0.820873,1,AK2,1,AK2
0.813189,1,ATP2B4,1,ATP2B4
0.813189,1,ATP2B4,1,ATP2B4
0.813189,1,ATP2B4,1,ATP2B4
0.809764,1,PRDM2,1,PRDM2
0.806762,1,PRDM2,1,PRDM2
0.806749,1,PRDM2,1,PRDM2
0.806749,1,PRDM2,1,PRDM2
0.806749,1,PRDM2,1,PRDM2
0.806749,1,PRDM2,1,PRDM2
0.806749,1,PRDM2,1,PRDM2
0.806749,1,PRDM2,1,PRDM2
0.800552,1,ATP2B4,1,ATP2B4
0.800552,1,ATP2B4,1,ATP2B4
0.800552,1,ATP2B4,1,ATP2B4
0.796060,1,CEP170,1,CEP170
0.792811,1,PRDM2,1,PRDM2
0.792340,1,PRDM2,1,PRDM2
0.792340,1,PRDM2,1,PRDM2
0.792340,1,PRDM2,1,PRDM2
0.792340,1,PRDM2,1,PRDM2
0.792340,1,PRDM2,1,PRDM2
0.787833,1,CEP170,1,CEP170
0.787833,1,CEP170,1,CEP170
0.787833,1,CEP170,1,CEP170
0.785854,1,AK2,1,AK2
0.785854,1,AK2,1,AK2
0.785854,1,AK2,1,AK2
0.785854,1,AK2,1,AK2
0.777225,1,CEP170,1,CEP170
0.777163,1,PRDM2,1,PRDM2
0.776899,1,PRDM2,1,PRDM2
0.776899,1,PRDM2,1,PRDM2
0.776899,1,PRDM2,1,PRDM2
0.776899,1,PRDM2,1,PRDM2
0.776899,1,PRDM2,1,PRDM2
0.776858,1,BTG2,1,BTG2
0.776858,1,BTG2,1,BTG2
0.772039,1,PSMD4,1,PSMD4
0.772039,1,PSMD4,1,PSMD4
0.770890,1,SETDB1,1,SETDB1
0.770890,1,SETDB1,1,SETDB1
0.770890,1,SETDB1,1,SETDB1
0.770809,1,SETDB1,1,SETDB1
0.770809,1,SETDB1,1,SETDB1
0.759698,1,RBBP4,1,RBBP4
0.759698,1,RBBP4,1,RBBP4
0.759698,1,RBBP4,1,RBBP4
0.759698,1,RBBP4,1,RBBP4
0.757779,1,CEP170,1,CEP170
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.723938,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722494,1,AKT3,1,AKT3
0.722060,1,AKT3,1,AKT3
0.722060,1,AKT3,1,AKT3
0.722060,1,AKT3,1,AKT3
0.722060,1,AKT3,1,AKT3
0.721355,1,AKT3,1,AKT3
0.721355,1,AKT3,1,AKT3
0.721355,1,AKT3,1,AKT3
0.721355,1,AKT3,1,AKT3
0.721355,1,AKT3,1,AKT3
0.721355,1,AKT3,1,AKT3
0.721355,1,AKT3,1,AKT3
0.720387,1,PRPF3,1,PRPF3
0.720387,1,PRPF3,1,PRPF3
0.720387,1,PRPF3,1,PRPF3
0.720387,1,PRPF3,1,PRPF3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718246,1,AKT3,1,AKT3
0.718105,1,GOLPH3L,1,GOLPH3L
0.718105,1,GOLPH3L,1,GOLPH3L
0.718105,1,GOLPH3L,1,GOLPH3L
0.718105,1,GOLPH3L,1,GOLPH3L
0.717829,1,AKT3,1,AKT3
0.717829,1,AKT3,1,AKT3
0.717829,1,AKT3,1,AKT3
0.717829,1,AKT3,1,AKT3
0.717829,1,AKT3,1,AKT3
0.717829,1,AKT3,1,AKT3
0.717829,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717568,1,AKT3,1,AKT3
0.717306,1,AKT3,1,AKT3
0.717306,1,AKT3,1,AKT3
0.717306,1,AKT3,1,AKT3
0.717306,1,AKT3,1,AKT3
0.714493,1,BTG2,1,BTG2
0.712684,1,GOLPH3L,1,GOLPH3L
0.712684,1,GOLPH3L,1,GOLPH3L
0.703815,1,BTG2,1,BTG2
0.703815,1,BTG2,1,BTG2
0.700072,1,ARNT,1,ARNT
0.700072,1,ARNT,1,ARNT
0.700072,1,ARNT,1,ARNT
0.700072,1,ARNT,1,ARNT
0.700072,1,ARNT,1,ARNT
0.700072,1,ARNT,1,ARNT
0.700072,1,ARNT,1,ARNT
0.700072,1,ARNT,1,ARNT
0.692713,1,SCNM1,1,SCNM1
0.692169,1,PARK7,1,PARK7
0.692169,1,PARK7,1,PARK7
0.684535,1,FMOD,1,FMOD
0.684535,1,FMOD,1,FMOD
0.684535,1,FMOD,1,FMOD
0.684535,1,FMOD,1,FMOD
0.684483,1,FMOD,1,FMOD
0.670377,1,VPS72,1,VPS72
0.670377,1,VPS72,1,VPS72
0.670377,1,VPS72,1,VPS72
0.664840,1,PARK7,1,PARK7
0.662962,1,SETDB1,1,SETDB1
0.662962,1,SETDB1,1,SETDB1
0.662962,1,SETDB1,1,SETDB1
0.662761,1,SETDB1,1,SETDB1
0.662761,1,SETDB1,1,SETDB1
0.654149,1,GNPAT,1,GNPAT
0.654149,1,GNPAT,1,GNPAT
0.654149,1,GNPAT,1,GNPAT
0.652890,1,GNPAT,1,GNPAT
0.647493,1,PSMB4,1,PSMB4
0.642351,1,MFN2,1,MFN2
0.641831,1,BTG2,1,BTG2
0.640822,1,MFN2,1,MFN2
0.636312,1,MFN2,1,MFN2
0.636312,1,MFN2,1,MFN2
0.636312,1,MFN2,1,MFN2
0.632433,1,PRDM2,1,PRDM2
0.631046,1,PRDM2,1,PRDM2
0.631046,1,PRDM2,1,PRDM2
0.631046,1,PRDM2,1,PRDM2
0.631046,1,PRDM2,1,PRDM2
0.631046,1,PRDM2,1,PRDM2
0.631046,1,PRDM2,1,PRDM2
0.631030,1,PRDM2,1,PRDM2
0.629207,1,ADIPOR1,1,ADIPOR1
0.629207,1,ADIPOR1,1,ADIPOR1
0.626042,1,POGZ,1,POGZ
0.624981,1,NUP133,1,NUP133
0.624981,1,NUP133,1,NUP133
0.624981,1,NUP133,1,NUP133
0.624981,1,NUP133,1,NUP133
0.624981,1,NUP133,1,NUP133
0.624981,1,NUP133,1,NUP133
0.624981,1,NUP133,1,NUP133
0.624981,1,NUP133,1,NUP133
0.624906,1,NUP133,1,NUP133
0.624906,1,NUP133,1,NUP133
0.621608,1,POGZ,1,POGZ
0.621608,1,POGZ,1,POGZ
0.621608,1,POGZ,1,POGZ
0.619896,1,POGZ,1,POGZ
0.619896,1,POGZ,1,POGZ
0.619896,1,POGZ,1,POGZ
0.615487,1,POGZ,1,POGZ
0.615487,1,POGZ,1,POGZ
0.609539,1,PSMB4,1,PSMB4
0.608156,1,CCT3,1,CCT3
0.608156,1,CCT3,1,CCT3
0.608156,1,CCT3,1,CCT3
0.608156,1,CCT3,1,CCT3
0.608156,1,CCT3,1,CCT3
0.607703,1,RFX5,1,RFX5
0.604399,1,ENSA,1,ENSA
0.604399,1,ENSA,1,ENSA
0.604196,1,PRDM2,1,PRDM2
0.604033,1,PRDM2,1,PRDM2
0.604033,1,PRDM2,1,PRDM2
0.604033,1,PRDM2,1,PRDM2
0.604033,1,PRDM2,1,PRDM2
0.604033,1,PRDM2,1,PRDM2
0.602730,1,EPRS,1,EPRS
0.602408,1,EPRS,1,EPRS
0.602408,1,EPRS,1,EPRS
0.602408,1,EPRS,1,EPRS
0.602408,1,EPRS,1,EPRS
0.602032,1,EPRS,1,EPRS
0.602032,1,EPRS,1,EPRS
0.602032,1,EPRS,1,EPRS
0.601908,1,EPRS,1,EPRS
0.600632,1,LRRC47,1,LRRC47
0.600632,1,LRRC47,1,LRRC47
0.600632,1,LRRC47,1,LRRC47
0.590305,1,NFASC,1,NFASC
0.589555,1,NFASC,1,NFASC
0.589372,1,NFASC,1,NFASC
0.589372,1,NFASC,1,NFASC
0.589134,1,NFASC,1,NFASC
0.589134,1,NFASC,1,NFASC
0.589134,1,NFASC,1,NFASC
0.589134,1,NFASC,1,NFASC
0.589134,1,NFASC,1,NFASC
0.588989,1,NFASC,1,NFASC
0.588989,1,NFASC,1,NFASC
0.588989,1,NFASC,1,NFASC
0.581014,1,NOL9,1,NOL9
0.580336,1,NOL9,1,NOL9
0.580336,1,NOL9,1,NOL9
0.577306,1,MFN2,1,MFN2
0.576366,1,NFASC,1,NFASC
0.576366,1,NFASC,1,NFASC
0.576366,1,NFASC,1,NFASC
0.575197,1,FH,1,FH
0.574816,1,MFN2,1,MFN2
0.572552,1,FH,1,FH
0.571689,1,EPRS,1,EPRS
0.571689,1,EPRS,1,EPRS
0.571689,1,EPRS,1,EPRS
0.571689,1,EPRS,1,EPRS
0.571046,1,EPRS,1,EPRS
0.571046,1,EPRS,1,EPRS
0.571046,1,EPRS,1,EPRS
0.570870,1,EPRS,1,EPRS
0.570089,1,EPRS,1,EPRS
0.569141,1,MFN2,1,MFN2
0.569141,1,MFN2,1,MFN2
0.569141,1,MFN2,1,MFN2
0.561058,1,ADORA1,1,ADORA1
0.561058,1,ADORA1,1,ADORA1
0.561058,1,ADORA1,1,ADORA1
0.561058,1,ADORA1,1,ADORA1
0.561058,1,ADORA1,1,ADORA1
0.561058,1,ADORA1,1,ADORA1
0.561058,1,ADORA1,1,ADORA1
0.561058,1,ADORA1,1,ADORA1
0.561058,1,ADORA1,1,ADORA1
0.560899,1,FH,1,FH
0.560640,1,ISG20L2,1,ISG20L2
0.558376,1,FH,1,FH
0.555227,1,COG2,1,COG2
0.555227,1,COG2,1,COG2
0.555227,1,COG2,1,COG2
0.554963,1,NFASC,1,NFASC
0.554185,1,NFASC,1,NFASC
0.554072,1,NFASC,1,NFASC
0.554072,1,NFASC,1,NFASC
0.554072,1,NFASC,1,NFASC
0.553935,1,NFASC,1,NFASC
0.553935,1,NFASC,1,NFASC
0.553759,1,NFASC,1,NFASC
0.553759,1,NFASC,1,NFASC
0.553759,1,NFASC,1,NFASC
0.553759,1,NFASC,1,NFASC
0.553759,1,NFASC,1,NFASC
0.553338,1,COG2,1,COG2
0.553338,1,COG2,1,COG2
0.553338,1,COG2,1,COG2
0.550355,1,FAF1,1,FAF1
0.550355,1,FAF1,1,FAF1
0.550355,1,FAF1,1,FAF1
0.549939,1,NFASC,1,NFASC
0.549939,1,NFASC,1,NFASC
0.549939,1,NFASC,1,NFASC
0.548785,1,FAF1,1,FAF1
0.543726,1,SCAMP3,1,SCAMP3
0.542710,1,FAF1,1,FAF1
0.541340,1,FAF1,1,FAF1
0.540428,1,FAF1,1,FAF1
0.537970,1,FAF1,1,FAF1
0.537657,1,FAF1,1,FAF1
0.537015,1,NFASC,1,NFASC
0.537015,1,NFASC,1,NFASC
0.537015,1,NFASC,1,NFASC
0.536874,1,ZNF238,1,ZNF238
0.536874,1,ZNF238,1,ZNF238
0.536441,1,IARS2,1,IARS2
0.536441,1,IARS2,1,IARS2
0.536441,1,IARS2,1,IARS2
0.536441,1,IARS2,1,IARS2
0.536441,1,IARS2,1,IARS2
0.536441,1,IARS2,1,IARS2
0.536441,1,IARS2,1,IARS2
0.536441,1,IARS2,1,IARS2
0.536441,1,IARS2,1,IARS2
0.536441,1,IARS2,1,IARS2
0.535130,1,FAF1,1,FAF1
0.534985,1,FAF1,1,FAF1
0.534028,1,FAF1,1,FAF1
0.533193,1,FAF1,1,FAF1
0.533193,1,FAF1,1,FAF1
0.533193,1,FAF1,1,FAF1
0.532363,1,IARS2,1,IARS2
0.532363,1,IARS2,1,IARS2
0.529915,1,FAF1,1,FAF1
0.527658,1,FBXO28,1,FBXO28
0.527658,1,FBXO28,1,FBXO28
0.527658,1,FBXO28,1,FBXO28
0.527658,1,FBXO28,1,FBXO28
0.527454,1,FBXO28,1,FBXO28
0.527309,1,FAF1,1,FAF1
0.527182,1,RCOR3,1,RCOR3
0.527182,1,RCOR3,1,RCOR3
0.526203,1,RFX5,1,RFX5
0.524912,1,RCOR3,1,RCOR3
0.524912,1,RCOR3,1,RCOR3
0.524912,1,RCOR3,1,RCOR3
0.524912,1,RCOR3,1,RCOR3
0.524912,1,RCOR3,1,RCOR3
0.524912,1,RCOR3,1,RCOR3
0.524336,1,FBXO28,1,FBXO28
0.524095,1,FBXO28,1,FBXO28
0.524095,1,FBXO28,1,FBXO28
0.524095,1,FBXO28,1,FBXO28
0.524095,1,FBXO28,1,FBXO28
0.520827,1,DNAJC11,1,DNAJC11
0.519954,1,DNAJC11,1,DNAJC11
0.519954,1,DNAJC11,1,DNAJC11
0.519954,1,DNAJC11,1,DNAJC11
0.519954,1,DNAJC11,1,DNAJC11
0.519954,1,DNAJC11,1,DNAJC11
0.519954,1,DNAJC11,1,DNAJC11
0.519954,1,DNAJC11,1,DNAJC11
0.517876,1,DNAJC11,1,DNAJC11
0.517528,1,FAF1,1,FAF1
0.517528,1,FAF1,1,FAF1
0.517352,1,DNAJC11,1,DNAJC11
0.516969,1,FAF1,1,FAF1
0.516969,1,FAF1,1,FAF1
0.516969,1,FAF1,1,FAF1
0.514858,1,NFASC,1,NFASC
0.514858,1,NFASC,1,NFASC
0.514858,1,NFASC,1,NFASC
0.514858,1,NFASC,1,NFASC
0.513454,1,NFASC,1,NFASC
0.513454,1,NFASC,1,NFASC
0.513454,1,NFASC,1,NFASC
0.511771,1,SCCPDH,1,SCCPDH
0.511771,1,SCCPDH,1,SCCPDH
0.511771,1,SCCPDH,1,SCCPDH
0.511771,1,SCCPDH,1,SCCPDH
0.511771,1,SCCPDH,1,SCCPDH
0.508831,1,FAF1,1,FAF1
0.507512,1,ENO1,1,ENO1
0.507512,1,ENO1,1,ENO1
0.507512,1,ENO1,1,ENO1
0.504200,1,FAF1,1,FAF1
0.504200,1,FAF1,1,FAF1
0.500631,1,NDUFS2,1,NDUFS2
0.500631,1,NDUFS2,1,NDUFS2
0.499537,1,HDGF,1,HDGF
0.498091,1,TFB2M,1,TFB2M
0.497754,1,DNTTIP2,1,DNTTIP2
0.497754,1,DNTTIP2,1,DNTTIP2
0.497675,1,CYB5R1,1,CYB5R1
0.497675,1,CYB5R1,1,CYB5R1
0.496599,1,C1orf109,1,C1orf109
0.495856,1,TFB2M,1,TFB2M
0.493487,1,FAF1,1,FAF1
0.493208,1,FAF1,1,FAF1
0.492828,1,GNB1,1,GNB1
0.492828,1,GNB1,1,GNB1
0.492692,1,TFB2M,1,TFB2M
0.492448,1,GNB1,1,GNB1
0.490647,1,FLAD1,1,FLAD1
0.490647,1,FLAD1,1,FLAD1
0.490647,1,FLAD1,1,FLAD1
0.488869,1,GNB1,1,GNB1
0.488869,1,GNB1,1,GNB1
0.488869,1,GNB1,1,GNB1
0.488869,1,GNB1,1,GNB1
0.488869,1,GNB1,1,GNB1
0.488869,1,GNB1,1,GNB1
0.488868,1,GNB1,1,GNB1
0.488528,1,GNB1,1,GNB1
0.488445,1,GNB1,1,GNB1
0.487919,1,ZNF672,1,ZNF672
0.487919,1,ZNF672,1,ZNF672
0.486237,1,ARF1,1,ARF1
0.486237,1,ARF1,1,ARF1
0.486237,1,ARF1,1,ARF1
0.486237,1,ARF1,1,ARF1
0.485762,1,GNAI3,1,GNAI3
0.483660,1,DNAJC16,1,DNAJC16
0.483660,1,DNAJC16,1,DNAJC16
0.483660,1,DNAJC16,1,DNAJC16
0.483084,1,DNAJC16,1,DNAJC16
0.483084,1,DNAJC16,1,DNAJC16
0.482137,1,GGPS1,1,GGPS1
0.482137,1,GGPS1,1,GGPS1
0.481645,1,ZZZ3,1,ZZZ3
0.481468,1,ZZZ3,1,ZZZ3
0.481468,1,ZZZ3,1,ZZZ3
0.481468,1,ZZZ3,1,ZZZ3
0.481300,1,NFYC,1,NFYC
0.481297,1,NFYC,1,NFYC
0.481297,1,NFYC,1,NFYC
0.481297,1,NFYC,1,NFYC
0.481222,1,ZZZ3,1,ZZZ3
0.480341,1,NFYC,1,NFYC
0.480123,1,NFYC,1,NFYC
0.480123,1,NFYC,1,NFYC
0.480123,1,NFYC,1,NFYC
0.480123,1,NFYC,1,NFYC
0.480123,1,NFYC,1,NFYC
0.480123,1,NFYC,1,NFYC
0.479835,1,NFYC,1,NFYC
0.479835,1,NFYC,1,NFYC
0.479766,1,NFYC,1,NFYC
0.478712,1,RPL22,1,RPL22
0.478211,1,RPL22,1,RPL22
0.478211,1,RPL22,1,RPL22
0.478069,1,NFASC,1,NFASC
0.478069,1,NFASC,1,NFASC
0.478069,1,NFASC,1,NFASC
0.478069,1,NFASC,1,NFASC
0.474888,1,FAF1,1,FAF1
0.474678,1,NFYC,1,NFYC
0.473486,1,RER1,1,RER1
0.473446,1,RER1,1,RER1
0.472894,1,HDGF,1,HDGF
0.472510,1,ZZZ3,1,ZZZ3
0.470899,1,ZZZ3,1,ZZZ3
0.470899,1,ZZZ3,1,ZZZ3
0.470899,1,ZZZ3,1,ZZZ3
0.470899,1,ZZZ3,1,ZZZ3
0.470899,1,ZZZ3,1,ZZZ3
0.470899,1,ZZZ3,1,ZZZ3
0.466639,1,UBE4B,1,UBE4B
0.466581,1,UBE4B,1,UBE4B
0.466581,1,UBE4B,1,UBE4B
0.466581,1,UBE4B,1,UBE4B
0.465628,1,GSTM1,1,GSTM1
0.465453,1,PMF1,1,PMF1
0.465375,1,FAF1,1,FAF1
0.465375,1,FAF1,1,FAF1
0.465375,1,FAF1,1,FAF1
0.465183,1,FAF1,1,FAF1
0.465139,1,PMF1,1,PMF1
0.465139,1,PMF1,1,PMF1
0.465139,1,PMF1,1,PMF1
0.464935,1,ACADM,1,ACADM
0.464935,1,ACADM,1,ACADM
0.464935,1,ACADM,1,ACADM
0.464935,1,ACADM,1,ACADM
0.464935,1,ACADM,1,ACADM
0.464367,1,GNAI3,1,GNAI3
0.463696,1,UBE4B,1,UBE4B
0.463696,1,UBE4B,1,UBE4B
0.463409,1,UBE4B,1,UBE4B
0.463347,1,GNAI3,1,GNAI3
0.463347,1,GNAI3,1,GNAI3
0.462773,1,GNAI3,1,GNAI3
0.461864,1,UBE4B,1,UBE4B
0.461864,1,UBE4B,1,UBE4B
0.461864,1,UBE4B,1,UBE4B
0.461864,1,UBE4B,1,UBE4B
0.461864,1,UBE4B,1,UBE4B
0.461435,1,GNAI3,1,GNAI3
0.461435,1,GNAI3,1,GNAI3
0.461435,1,GNAI3,1,GNAI3
0.461435,1,GNAI3,1,GNAI3
0.460097,1,FAF1,1,FAF1
0.460097,1,FAF1,1,FAF1
0.460097,1,FAF1,1,FAF1
0.460097,1,FAF1,1,FAF1
0.459915,1,DNAJC8,1,DNAJC8
0.459915,1,DNAJC8,1,DNAJC8
0.459915,1,DNAJC8,1,DNAJC8
0.459915,1,DNAJC8,1,DNAJC8
0.458955,1,UBE2Q1,1,UBE2Q1
0.458955,1,UBE2Q1,1,UBE2Q1
0.458835,1,TIMM17A,1,TIMM17A
0.458377,1,TIMM17A,1,TIMM17A
0.458377,1,TIMM17A,1,TIMM17A
0.457340,1,HDAC1,1,HDAC1
0.457340,1,HDAC1,1,HDAC1
0.457340,1,HDAC1,1,HDAC1
0.457340,1,HDAC1,1,HDAC1
0.457340,1,HDAC1,1,HDAC1
0.457340,1,HDAC1,1,HDAC1
0.456312,1,WDR26,1,WDR26
0.455817,1,UBE4B,1,UBE4B
0.455332,1,UFC1,1,UFC1
0.455278,1,ACBD3,1,ACBD3
0.455158,1,WDR26,1,WDR26
0.455158,1,WDR26,1,WDR26
0.455157,1,STX12,1,STX12
0.455157,1,STX12,1,STX12
0.455157,1,STX12,1,STX12
0.454799,1,WDR26,1,WDR26
0.454613,1,RERE,1,RERE
0.454595,1,RERE,1,RERE
0.454421,1,UBE4B,1,UBE4B
0.454421,1,UBE4B,1,UBE4B
0.454157,1,WDR26,1,WDR26
0.454126,1,STX12,1,STX12
0.454126,1,STX12,1,STX12
0.454126,1,STX12,1,STX12
0.454083,1,TOMM20,1,TOMM20
0.454022,1,PPP1R12B,1,PPP1R12B
0.453961,1,RERE,1,RERE
0.453961,1,RERE,1,RERE
0.453841,1,RERE,1,RERE
0.453841,1,RERE,1,RERE
0.453841,1,RERE,1,RERE
0.453841,1,RERE,1,RERE
0.453471,1,FAF1,1,FAF1
0.453297,1,ACBD3,1,ACBD3
0.453297,1,ACBD3,1,ACBD3
0.453297,1,ACBD3,1,ACBD3
0.453297,1,ACBD3,1,ACBD3
0.453250,1,PPP1R12B,1,PPP1R12B
0.453011,1,APH1A,1,APH1A
0.452430,1,RERE,1,RERE
0.452430,1,RERE,1,RERE
0.452295,1,RERE,1,RERE
0.452212,1,WDR26,1,WDR26
0.452212,1,WDR26,1,WDR26
0.451839,1,RERE,1,RERE
0.451839,1,RERE,1,RERE
0.451637,1,AK2,1,AK2
0.451637,1,AK2,1,AK2
0.451637,1,AK2,1,AK2
0.451637,1,AK2,1,AK2
0.451598,1,RERE,1,RERE
0.451592,1,PPP1R12B,1,PPP1R12B
0.450824,1,RERE,1,RERE
0.450824,1,RERE,1,RERE
0.450824,1,RERE,1,RERE
0.450824,1,RERE,1,RERE
0.448919,1,HEATR1,1,HEATR1
0.448919,1,HEATR1,1,HEATR1
0.447818,1,RERE,1,RERE
0.446647,1,UBAP2L,1,UBAP2L
0.446647,1,UBAP2L,1,UBAP2L
0.446647,1,UBAP2L,1,UBAP2L
0.446647,1,UBAP2L,1,UBAP2L
0.446647,1,UBAP2L,1,UBAP2L
0.446647,1,UBAP2L,1,UBAP2L
0.446309,1,ICMT,1,ICMT
0.446126,1,ICMT,1,ICMT
0.446126,1,ICMT,1,ICMT
0.445925,1,PPP1R12B,1,PPP1R12B
0.445520,1,ACBD3,1,ACBD3
0.445212,1,VAMP3,1,VAMP3
0.445015,1,PPP1R12B,1,PPP1R12B
0.444755,1,DEDD,1,DEDD
0.444755,1,DEDD,1,DEDD
0.444723,1,FAF1,1,FAF1
0.444445,1,VAMP3,1,VAMP3
0.443846,1,UBAP2L,1,UBAP2L
0.443846,1,UBAP2L,1,UBAP2L
0.443846,1,UBAP2L,1,UBAP2L
0.443846,1,UBAP2L,1,UBAP2L
0.443846,1,UBAP2L,1,UBAP2L
0.443846,1,UBAP2L,1,UBAP2L
0.443580,1,HEATR1,1,HEATR1
0.443580,1,HEATR1,1,HEATR1
0.443580,1,HEATR1,1,HEATR1
0.443580,1,HEATR1,1,HEATR1
0.443580,1,HEATR1,1,HEATR1
0.443531,1,RERE,1,RERE
0.442852,1,ICMT,1,ICMT
0.441700,1,RERE,1,RERE
0.441700,1,RERE,1,RERE
0.440370,1,TTC4,1,TTC4
0.440370,1,TTC4,1,TTC4
0.440370,1,TTC4,1,TTC4
0.440370,1,TTC4,1,TTC4
0.440370,1,TTC4,1,TTC4
0.439357,1,RERE,1,RERE
0.438767,1,RERE,1,RERE
0.438767,1,RERE,1,RERE
0.438755,1,RERE,1,RERE
0.438755,1,RERE,1,RERE
0.438755,1,RERE,1,RERE
0.438755,1,RERE,1,RERE
0.438755,1,RERE,1,RERE
0.438755,1,RERE,1,RERE
0.438755,1,RERE,1,RERE
0.438755,1,RERE,1,RERE
0.436940,1,HEATR1,1,HEATR1
0.436940,1,HEATR1,1,HEATR1
0.436812,1,RERE,1,RERE
0.436812,1,RERE,1,RERE
0.436489,1,HEATR1,1,HEATR1
0.436489,1,HEATR1,1,HEATR1
0.436489,1,HEATR1,1,HEATR1
0.436489,1,HEATR1,1,HEATR1
0.436489,1,HEATR1,1,HEATR1
0.436153,1,ICMT,1,ICMT
0.436153,1,ICMT,1,ICMT
0.436077,1,FAF1,1,FAF1
0.436077,1,FAF1,1,FAF1
0.436077,1,FAF1,1,FAF1
0.435043,1,ICMT,1,ICMT
0.434803,1,USP33,1,USP33
0.434803,1,USP33,1,USP33
0.434803,1,USP33,1,USP33
0.434803,1,USP33,1,USP33
0.434803,1,USP33,1,USP33
0.434803,1,USP33,1,USP33
0.434803,1,USP33,1,USP33
0.433841,1,ICMT,1,ICMT
0.433807,1,RERE,1,RERE
0.433721,1,RERE,1,RERE
0.433721,1,RERE,1,RERE
0.432964,1,RERE,1,RERE
0.432701,1,RERE,1,RERE
0.432275,1,RERE,1,RERE
0.432275,1,RERE,1,RERE
0.432241,1,RERE,1,RERE
0.432241,1,RERE,1,RERE
0.432241,1,RERE,1,RERE
0.432241,1,RERE,1,RERE
0.432241,1,RERE,1,RERE
0.432241,1,RERE,1,RERE
0.432241,1,RERE,1,RERE
0.432241,1,RERE,1,RERE
0.431643,1,FAF1,1,FAF1
0.431405,1,RERE,1,RERE
0.430483,1,FAF1,1,FAF1
0.429791,1,HMGCL,1,HMGCL
0.429791,1,HMGCL,1,HMGCL
0.429791,1,HMGCL,1,HMGCL
0.429791,1,HMGCL,1,HMGCL
0.429791,1,HMGCL,1,HMGCL
